,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
157,"{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1628981}","{'TEAM_ABBREVIATION': 'ATL', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1628981}","{'TEAM_ABBREVIATION': 'HOU', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1628981}","{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1628981}","{'TEAM_ABBREVIATION': 'HOU', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1628981}","{'TEAM_ABBREVIATION': 'BOS', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1628981}","{'TEAM_ABBREVIATION': 'ATL', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1628981}","{'TEAM_ABBREVIATION': 'ATL', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1628981}",,,,,,,,,,,,,,,,,
158,"{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1627827}","{'TEAM_ABBREVIATION': 'BKN', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1627827}","{'TEAM_ABBREVIATION': 'DAL', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1627827}","{'TEAM_ABBREVIATION': 'DAL', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1627827}","{'TEAM_ABBREVIATION': 'DAL', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1627827}","{'TEAM_ABBREVIATION': 'DAL', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1627827}","{'TEAM_ABBREVIATION': 'DAL', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 1627827}","{'TEAM_ABBREVIATION': 'DAL', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 1627827}","{'TEAM_ABBREVIATION': 'DAL', 'GROUP_VALUE': '2016-17', 'PLAYER_ID': 1627827}",,,,,,,,,,,,,,,,
159,"{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1630238}","{'TEAM_ABBREVIATION': 'BOS', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1630238}","{'TEAM_ABBREVIATION': 'UTA', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1630238}","{'TEAM_ABBREVIATION': 'LAC', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1630238}",,,,,,,,,,,,,,,,,,,,,
160,"{'TEAM_ABBREVIATION': 'TOR', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1630201}","{'TEAM_ABBREVIATION': 'TOR', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1630201}","{'TEAM_ABBREVIATION': 'TOR', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1630201}",,,,,,,,,,,,,,,,,,,,,,
161,"{'TEAM_ABBREVIATION': 'UTA', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1631323}",,,,,,,,,,,,,,,,,,,,,,,,
162,"{'TEAM_ABBREVIATION': 'MIN', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1627854}","{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1627854}","{'TEAM_ABBREVIATION': 'DEN', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1627854}","{'TEAM_ABBREVIATION': 'SAS', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1627854}","{'TEAM_ABBREVIATION': 'MIL', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1627854}","{'TEAM_ABBREVIATION': 'SAS', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1627854}","{'TEAM_ABBREVIATION': 'SAS', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 1627854}","{'TEAM_ABBREVIATION': 'SAS', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 1627854}","{'TEAM_ABBREVIATION': 'SAS', 'GROUP_VALUE': '2016-17', 'PLAYER_ID': 1627854}",,,,,,,,,,,,,,,,
163,"{'TEAM_ABBREVIATION': 'ATL', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1630235}","{'TEAM_ABBREVIATION': 'UTA', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1630235}","{'TEAM_ABBREVIATION': 'UTA', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1630235}",,,,,,,,,,,,,,,,,,,,,,
164,"{'TEAM_ABBREVIATION': 'PHI', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1630701}",,,,,,,,,,,,,,,,,,,,,,,,
165,"{'TEAM_ABBREVIATION': 'NYK', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 203095}","{'TEAM_ABBREVIATION': 'NYK', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 203095}","{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 203095}","{'TEAM_ABBREVIATION': 'BOS', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 203095}","{'TEAM_ABBREVIATION': 'ORL', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 203095}","{'TEAM_ABBREVIATION': 'ORL', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 203095}","{'TEAM_ABBREVIATION': 'ORL', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 203095}","{'TEAM_ABBREVIATION': 'ORL', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 203095}","{'TEAM_ABBREVIATION': 'ORL', 'GROUP_VALUE': '2016-17', 'PLAYER_ID': 203095}","{'TEAM_ABBREVIATION': 'ORL', 'GROUP_VALUE': '2015-16', 'PLAYER_ID': 203095}","{'TEAM_ABBREVIATION': 'ORL', 'GROUP_VALUE': '2014-15', 'PLAYER_ID': 203095}","{'TEAM_ABBREVIATION': 'DEN', 'GROUP_VALUE': '2013-14', 'PLAYER_ID': 203095}","{'TEAM_ABBREVIATION': 'DEN', 'GROUP_VALUE': '2012-13', 'PLAYER_ID': 203095}",,,,,,,,,,,,
166,"{'TEAM_ABBREVIATION': 'SAC', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1628368}","{'TEAM_ABBREVIATION': 'SAC', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1628368}","{'TEAM_ABBREVIATION': 'SAC', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1628368}","{'TEAM_ABBREVIATION': 'SAC', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1628368}","{'TEAM_ABBREVIATION': 'SAC', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 1628368}","{'TEAM_ABBREVIATION': 'SAC', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 1628368}",,,,,,,,,,,,,,,,,,,
167,"{'TEAM_ABBREVIATION': 'ORL', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1628365}","{'TEAM_ABBREVIATION': 'ORL', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1628365}","{'TEAM_ABBREVIATION': 'ORL', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1628365}","{'TEAM_ABBREVIATION': 'ORL', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1628365}","{'TEAM_ABBREVIATION': 'PHI', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 1628365}","{'TEAM_ABBREVIATION': 'PHI', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 1628365}",,,,,,,,,,,,,,,,,,,
168,"{'TEAM_ABBREVIATION': 'LAL', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1629117}","{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1629117}","{'TEAM_ABBREVIATION': 'LAL', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1629117}","{'TEAM_ABBREVIATION': 'LAC', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1629117}","{'TEAM_ABBREVIATION': 'BKN', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1629117}","{'TEAM_ABBREVIATION': 'NOP', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1629117}","{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1629117}","{'TEAM_ABBREVIATION': 'POR', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1629117}","{'TEAM_ABBREVIATION': 'SAC', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1629117}",,,,,,,,,,,,,,,,
169,,,,,,,,,,,,,,,,,,,,,,,,,
170,"{'TEAM_ABBREVIATION': 'WAS', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1629655}","{'TEAM_ABBREVIATION': 'WAS', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1629655}","{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1629655}","{'TEAM_ABBREVIATION': 'WAS', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1629655}","{'TEAM_ABBREVIATION': 'CHI', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1629655}","{'TEAM_ABBREVIATION': 'CHI', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1629655}",,,,,,,,,,,,,,,,,,,
171,"{'TEAM_ABBREVIATION': 'ATL', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 201568}","{'TEAM_ABBREVIATION': 'ATL', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 201568}","{'TEAM_ABBREVIATION': 'OKC', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 201568}","{'TEAM_ABBREVIATION': 'LAC', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 201568}","{'TEAM_ABBREVIATION': 'LAC', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 201568}","{'TEAM_ABBREVIATION': 'DEN', 'GROUP_VALUE': '2016-17', 'PLAYER_ID': 201568}","{'TEAM_ABBREVIATION': 'DEN', 'GROUP_VALUE': '2015-16', 'PLAYER_ID': 201568}","{'TEAM_ABBREVIATION': 'DEN', 'GROUP_VALUE': '2014-15', 'PLAYER_ID': 201568}","{'TEAM_ABBREVIATION': 'DEN', 'GROUP_VALUE': '2012-13', 'PLAYER_ID': 201568}","{'TEAM_ABBREVIATION': 'DEN', 'GROUP_VALUE': '2011-12', 'PLAYER_ID': 201568}","{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2010-11', 'PLAYER_ID': 201568}","{'TEAM_ABBREVIATION': 'DEN', 'GROUP_VALUE': '2010-11', 'PLAYER_ID': 201568}","{'TEAM_ABBREVIATION': 'NYK', 'GROUP_VALUE': '2010-11', 'PLAYER_ID': 201568}","{'TEAM_ABBREVIATION': 'NYK', 'GROUP_VALUE': '2009-10', 'PLAYER_ID': 201568}","{'TEAM_ABBREVIATION': 'NYK', 'GROUP_VALUE': '2008-09', 'PLAYER_ID': 201568}",,,,,,,,,,
172,"{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 204038}","{'TEAM_ABBREVIATION': 'MIL', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 204038}","{'TEAM_ABBREVIATION': 'BKN', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 204038}","{'TEAM_ABBREVIATION': 'PHX', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 204038}","{'TEAM_ABBREVIATION': 'DET', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 204038}","{'TEAM_ABBREVIATION': 'DET', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 204038}","{'TEAM_ABBREVIATION': 'DET', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 204038}","{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2016-17', 'PLAYER_ID': 204038}","{'TEAM_ABBREVIATION': 'SAC', 'GROUP_VALUE': '2016-17', 'PLAYER_ID': 204038}","{'TEAM_ABBREVIATION': 'NOP', 'GROUP_VALUE': '2016-17', 'PLAYER_ID': 204038}","{'TEAM_ABBREVIATION': 'NYK', 'GROUP_VALUE': '2015-16', 'PLAYER_ID': 204038}","{'TEAM_ABBREVIATION': 'NYK', 'GROUP_VALUE': '2014-15', 'PLAYER_ID': 204038}",,,,,,,,,,,,,
173,"{'TEAM_ABBREVIATION': 'CLE', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1629636}","{'TEAM_ABBREVIATION': 'CLE', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1629636}","{'TEAM_ABBREVIATION': 'CLE', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1629636}","{'TEAM_ABBREVIATION': 'CLE', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1629636}",,,,,,,,,,,,,,,,,,,,,
174,"{'TEAM_ABBREVIATION': 'MIA', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1630585}",,,,,,,,,,,,,,,,,,,,,,,,
175,"{'TEAM_ABBREVIATION': 'HOU', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1630586}","{'TEAM_ABBREVIATION': 'HOU', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1630586}",,,,,,,,,,,,,,,,,,,,,,,
176,"{'TEAM_ABBREVIATION': 'MIN', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1630568}","{'TEAM_ABBREVIATION': 'DET', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1630568}",,,,,,,,,,,,,,,,,,,,,,,
177,"{'TEAM_ABBREVIATION': 'UTA', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 200752}","{'TEAM_ABBREVIATION': 'UTA', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 200752}","{'TEAM_ABBREVIATION': 'SAS', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 200752}","{'TEAM_ABBREVIATION': 'SAS', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 200752}","{'TEAM_ABBREVIATION': 'SAS', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 200752}","{'TEAM_ABBREVIATION': 'SAS', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 200752}","{'TEAM_ABBREVIATION': 'SAC', 'GROUP_VALUE': '2016-17', 'PLAYER_ID': 200752}","{'TEAM_ABBREVIATION': 'SAC', 'GROUP_VALUE': '2015-16', 'PLAYER_ID': 200752}","{'TEAM_ABBREVIATION': 'SAC', 'GROUP_VALUE': '2014-15', 'PLAYER_ID': 200752}","{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2013-14', 'PLAYER_ID': 200752}","{'TEAM_ABBREVIATION': 'SAC', 'GROUP_VALUE': '2013-14', 'PLAYER_ID': 200752}","{'TEAM_ABBREVIATION': 'TOR', 'GROUP_VALUE': '2013-14', 'PLAYER_ID': 200752}","{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2012-13', 'PLAYER_ID': 200752}","{'TEAM_ABBREVIATION': 'TOR', 'GROUP_VALUE': '2012-13', 'PLAYER_ID': 200752}","{'TEAM_ABBREVIATION': 'MEM', 'GROUP_VALUE': '2012-13', 'PLAYER_ID': 200752}","{'TEAM_ABBREVIATION': 'MEM', 'GROUP_VALUE': '2011-12', 'PLAYER_ID': 200752}","{'TEAM_ABBREVIATION': 'MEM', 'GROUP_VALUE': '2010-11', 'PLAYER_ID': 200752}","{'TEAM_ABBREVIATION': 'MEM', 'GROUP_VALUE': '2009-10', 'PLAYER_ID': 200752}","{'TEAM_ABBREVIATION': 'MEM', 'GROUP_VALUE': '2008-09', 'PLAYER_ID': 200752}","{'TEAM_ABBREVIATION': 'MEM', 'GROUP_VALUE': '2007-08', 'PLAYER_ID': 200752}","{'TEAM_ABBREVIATION': 'MEM', 'GROUP_VALUE': '2006-07', 'PLAYER_ID': 200752}",,,,
178,"{'TEAM_ABBREVIATION': 'LAC', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 202331}","{'TEAM_ABBREVIATION': 'LAC', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 202331}","{'TEAM_ABBREVIATION': 'LAC', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 202331}","{'TEAM_ABBREVIATION': 'LAC', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 202331}","{'TEAM_ABBREVIATION': 'OKC', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 202331}","{'TEAM_ABBREVIATION': 'OKC', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 202331}","{'TEAM_ABBREVIATION': 'IND', 'GROUP_VALUE': '2016-17', 'PLAYER_ID': 202331}","{'TEAM_ABBREVIATION': 'IND', 'GROUP_VALUE': '2015-16', 'PLAYER_ID': 202331}","{'TEAM_ABBREVIATION': 'IND', 'GROUP_VALUE': '2014-15', 'PLAYER_ID': 202331}","{'TEAM_ABBREVIATION': 'IND', 'GROUP_VALUE': '2013-14', 'PLAYER_ID': 202331}","{'TEAM_ABBREVIATION': 'IND', 'GROUP_VALUE': '2012-13', 'PLAYER_ID': 202331}","{'TEAM_ABBREVIATION': 'IND', 'GROUP_VALUE': '2011-12', 'PLAYER_ID': 202331}","{'TEAM_ABBREVIATION': 'IND', 'GROUP_VALUE': '2010-11', 'PLAYER_ID': 202331}",,,,,,,,,,,,
179,"{'TEAM_ABBREVIATION': 'WAS', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 201959}","{'TEAM_ABBREVIATION': 'NYK', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 201959}","{'TEAM_ABBREVIATION': 'NYK', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 201959}","{'TEAM_ABBREVIATION': 'NYK', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 201959}","{'TEAM_ABBREVIATION': 'MIN', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 201959}","{'TEAM_ABBREVIATION': 'MIN', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 201959}","{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2016-17', 'PLAYER_ID': 201959}","{'TEAM_ABBREVIATION': 'OKC', 'GROUP_VALUE': '2016-17', 'PLAYER_ID': 201959}","{'TEAM_ABBREVIATION': 'CHI', 'GROUP_VALUE': '2016-17', 'PLAYER_ID': 201959}","{'TEAM_ABBREVIATION': 'CHI', 'GROUP_VALUE': '2015-16', 'PLAYER_ID': 201959}","{'TEAM_ABBREVIATION': 'CHI', 'GROUP_VALUE': '2014-15', 'PLAYER_ID': 201959}","{'TEAM_ABBREVIATION': 'CHI', 'GROUP_VALUE': '2013-14', 'PLAYER_ID': 201959}","{'TEAM_ABBREVIATION': 'CHI', 'GROUP_VALUE': '2012-13', 'PLAYER_ID': 201959}","{'TEAM_ABBREVIATION': 'CHI', 'GROUP_VALUE': '2011-12', 'PLAYER_ID': 201959}","{'TEAM_ABBREVIATION': 'CHI', 'GROUP_VALUE': '2010-11', 'PLAYER_ID': 201959}","{'TEAM_ABBREVIATION': 'CHI', 'GROUP_VALUE': '2009-10', 'PLAYER_ID': 201959}",,,,,,,,,
180,"{'TEAM_ABBREVIATION': 'OKC', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1630581}","{'TEAM_ABBREVIATION': 'OKC', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1630581}",,,,,,,,,,,,,,,,,,,,,,,
181,"{'TEAM_ABBREVIATION': 'OKC', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1628983}","{'TEAM_ABBREVIATION': 'OKC', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1628983}","{'TEAM_ABBREVIATION': 'OKC', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1628983}","{'TEAM_ABBREVIATION': 'OKC', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1628983}","{'TEAM_ABBREVIATION': 'LAC', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 1628983}",,,,,,,,,,,,,,,,,,,,
182,"{'TEAM_ABBREVIATION': 'WAS', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1630264}","{'TEAM_ABBREVIATION': 'WAS', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1630264}","{'TEAM_ABBREVIATION': 'WAS', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1630264}",,,,,,,,,,,,,,,,,,,,,,
183,,,,,,,,,,,,,,,,,,,,,,,,,
184,"{'TEAM_ABBREVIATION': 'MIN', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 203497}","{'TEAM_ABBREVIATION': 'UTA', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 203497}","{'TEAM_ABBREVIATION': 'UTA', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 203497}","{'TEAM_ABBREVIATION': 'UTA', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 203497}","{'TEAM_ABBREVIATION': 'UTA', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 203497}","{'TEAM_ABBREVIATION': 'UTA', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 203497}","{'TEAM_ABBREVIATION': 'UTA', 'GROUP_VALUE': '2016-17', 'PLAYER_ID': 203497}","{'TEAM_ABBREVIATION': 'UTA', 'GROUP_VALUE': '2015-16', 'PLAYER_ID': 203497}","{'TEAM_ABBREVIATION': 'UTA', 'GROUP_VALUE': '2014-15', 'PLAYER_ID': 203497}","{'TEAM_ABBREVIATION': 'UTA', 'GROUP_VALUE': '2013-14', 'PLAYER_ID': 203497}",,,,,,,,,,,,,,,
185,,,,,,,,,,,,,,,,,,,,,,,,,
186,"{'TEAM_ABBREVIATION': 'WAS', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1630692}","{'TEAM_ABBREVIATION': 'WAS', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1630692}",,,,,,,,,,,,,,,,,,,,,,,
187,"{'TEAM_ABBREVIATION': 'DEN', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 203932}","{'TEAM_ABBREVIATION': 'DEN', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 203932}","{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 203932}","{'TEAM_ABBREVIATION': 'DEN', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 203932}","{'TEAM_ABBREVIATION': 'ORL', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 203932}","{'TEAM_ABBREVIATION': 'ORL', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 203932}","{'TEAM_ABBREVIATION': 'ORL', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 203932}","{'TEAM_ABBREVIATION': 'ORL', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 203932}","{'TEAM_ABBREVIATION': 'ORL', 'GROUP_VALUE': '2016-17', 'PLAYER_ID': 203932}","{'TEAM_ABBREVIATION': 'ORL', 'GROUP_VALUE': '2015-16', 'PLAYER_ID': 203932}","{'TEAM_ABBREVIATION': 'ORL', 'GROUP_VALUE': '2014-15', 'PLAYER_ID': 203932}",,,,,,,,,,,,,,
188,"{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 201569}","{'TEAM_ABBREVIATION': 'LAC', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 201569}","{'TEAM_ABBREVIATION': 'HOU', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 201569}","{'TEAM_ABBREVIATION': 'HOU', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 201569}","{'TEAM_ABBREVIATION': 'HOU', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 201569}","{'TEAM_ABBREVIATION': 'HOU', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 201569}","{'TEAM_ABBREVIATION': 'HOU', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 201569}","{'TEAM_ABBREVIATION': 'HOU', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 201569}","{'TEAM_ABBREVIATION': 'HOU', 'GROUP_VALUE': '2016-17', 'PLAYER_ID': 201569}","{'TEAM_ABBREVIATION': 'NOP', 'GROUP_VALUE': '2015-16', 'PLAYER_ID': 201569}","{'TEAM_ABBREVIATION': 'NOP', 'GROUP_VALUE': '2014-15', 'PLAYER_ID': 201569}","{'TEAM_ABBREVIATION': 'NOP', 'GROUP_VALUE': '2013-14', 'PLAYER_ID': 201569}","{'TEAM_ABBREVIATION': 'NOH', 'GROUP_VALUE': '2012-13', 'PLAYER_ID': 201569}","{'TEAM_ABBREVIATION': 'NOH', 'GROUP_VALUE': '2011-12', 'PLAYER_ID': 201569}","{'TEAM_ABBREVIATION': 'LAC', 'GROUP_VALUE': '2010-11', 'PLAYER_ID': 201569}","{'TEAM_ABBREVIATION': 'LAC', 'GROUP_VALUE': '2009-10', 'PLAYER_ID': 201569}","{'TEAM_ABBREVIATION': 'LAC', 'GROUP_VALUE': '2008-09', 'PLAYER_ID': 201569}",,,,,,,,
189,"{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1628984}","{'TEAM_ABBREVIATION': 'SAS', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1628984}","{'TEAM_ABBREVIATION': 'NOP', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1628984}","{'TEAM_ABBREVIATION': 'NOP', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 1628984}","{'TEAM_ABBREVIATION': 'CHA', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 1628984}","{'TEAM_ABBREVIATION': 'CHA', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 1628984}","{'TEAM_ABBREVIATION': 'CHA', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 1628984}",,,,,,,,,,,,,,,,,,
190,"{'TEAM_ABBREVIATION': 'POR', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 203924}","{'TEAM_ABBREVIATION': 'DET', 'GROUP_VALUE': '2021-22', 'PLAYER_ID': 203924}","{'TEAM_ABBREVIATION': 'DET', 'GROUP_VALUE': '2020-21', 'PLAYER_ID': 203924}","{'TEAM_ABBREVIATION': 'DEN', 'GROUP_VALUE': '2019-20', 'PLAYER_ID': 203924}","{'TEAM_ABBREVIATION': 'OKC', 'GROUP_VALUE': '2018-19', 'PLAYER_ID': 203924}","{'TEAM_ABBREVIATION': 'OKC', 'GROUP_VALUE': '2017-18', 'PLAYER_ID': 203924}","{'TEAM_ABBREVIATION': 'TOT', 'GROUP_VALUE': '2016-17', 'PLAYER_ID': 203924}","{'TEAM_ABBREVIATION': 'OKC', 'GROUP_VALUE': '2016-17', 'PLAYER_ID': 203924}","{'TEAM_ABBREVIATION': 'PHI', 'GROUP_VALUE': '2016-17', 'PLAYER_ID': 203924}","{'TEAM_ABBREVIATION': 'PHI', 'GROUP_VALUE': '2015-16', 'PLAYER_ID': 203924}","{'TEAM_ABBREVIATION': 'PHI', 'GROUP_VALUE': '2014-15', 'PLAYER_ID': 203924}",,,,,,,,,,,,,,
191,"{'TEAM_ABBREVIATION': 'BKN', 'GROUP_VALUE': '2022-23', 'PLAYER_ID': 1630564}",,,,,,,,,,,,,,,,,,,,,,,,
